CD_TURMA,DS_TURMA,TIPOCLASSE,GRAU
39323733,6° ANO A MANHA ANUAL,0,14
39369171,2° ANO D MANHA ANUAL,0,14
39580310,MULTISERIADA 4B INTEGRAL ANUAL,1,6
39516200,5° ANO A MANHA ANUAL,0,14
39393168,5° ANO C TARDE ANUAL,0,14
39374320,MULTISSERIADA A  ANUAL,0,4
39349344,3ª SERIE B NOITE ANUAL,0,101
39721130,2° ANO E TARDE ANUAL,0,14
39592133,NÃO SERIADO  3D MANHA ANUAL,27,110
39440640,9° ANO A MANHA ANUAL,0,14
39299245,5° ANO C MANHA ANUAL,0,14
39710264,5° ANO B INTEGRAL ANUAL,0,14
39643437,1ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39730065,BERÇÁRIO 2 C INTEGRAL ANUAL,0,6
39608246,NÃO SERIADO  2B NOITE ANUAL,0,109
39618067,NÃO SERIADO  3B INTEGRAL ANUAL,0,109
39516095,2° ANO E TARDE ANUAL,0,14
39811216,2ª ETAPA PRÉ-ESCOLA A TARDE AN,0,6
39706319,BERÇÁRIO 2 A INTEGRAL ANUAL,0,6
39473827,9° ANO B INTEGRAL ANUAL,17,14
39838291,1006 - ENFERMAGEM - 4° MODULO ,0,35
39385565,MATERNAL 2 7B TARDE ANUAL,0,6
39319342,3ª SERIE F NOITE ANUAL,0,101
39286969,7° ANO B INTEGRAL ANUAL,17,14
39438026,3° ANO C TARDE ANUAL,0,14
39497493,1ª SERIE A INTEGRAL ANUAL,32,101
39696333,MATERNAL 1 B TARDE ANUAL,0,6
40218588,13182 - SEGURANCA DO TRABALHO ,0,35
39320077,3ª SERIE A MANHA ANUAL,0,101
39391295,4° ANO C TARDE ANUAL,0,14
39907791,12° TERMO A NOITE 2° SEMESTRE,0,4
39292376,5° ANO A TARDE ANUAL,0,14
39460019,4° ANO A INTEGRAL ANUAL,0,14
39374053,FUTSAL - INFANTIL - MASCULINO ,25,31
39633341,NÃO SERIADO  2B INTEGRAL ANUAL,0,109
39284635,8° ANO F MANHA ANUAL,0,14
39343842,7° ANO C INTEGRAL ANUAL,17,14
39737720,4° ANO G MANHA ANUAL,0,14
39589232,NÃO SERIADO  C4 NOITE ANUAL,0,109
39787613,2ª SERIE D MANHA ANUAL,0,101
39696816,6° ANO B TARDE ANUAL,0,14
39362150,4° ANO A MANHA ANUAL,0,14
39384063,3° ANO A TARDE ANUAL,0,14
39629402,3° ANO A MANHA ANUAL,0,14
39340497,6° ANO A TARDE ANUAL,0,14
39559741,4065 - VENDAS - 2ª SERIE E MAN,46,99
39496556,9° ANO A MANHA ANUAL,0,14
39319363,6° ANO A TARDE ANUAL,0,14
39301086,2ª SERIE D NOITE ANUAL,0,101
39596242,NÃO SERIADO  2G TARDE ANUAL,27,110
39683652,MULTISERIADA 5A MANHA ANUAL,1,6
39742814,NÃO SERIADO  37 TARDE 1º SEMES,27,110
39908207,NÃO SERIADO  E2 NOITE 2º SEMES,37,109
39806829,8° ANO A MANHA ANUAL,0,14
39761885,9° ANO Z MANHA ANUAL,0,14
39365197,6° ANO B INTEGRAL ANUAL,17,14
39396057,1° ANO 1B MANHA ANUAL,0,14
39563693,4050 - ADMINISTRAÇÃO - 2ª SERI,46,104
39274693,2ª SERIE B MANHA ANUAL,0,101
39605465,NÃO SERIADO  A3 MANHA ANUAL,0,109
39317126,3ª SERIE B MANHA ANUAL,0,101
39346694,2° ANO B MANHA ANUAL,0,14
39570773,MULTISERIADA 3C INTEGRAL ANUAL,1,6
39802781,3ª SERIE CB MANHA ANUAL,41,101
39418461,6° ANO A TARDE ANUAL,0,14
39468416, 4D INTEGRAL ANUAL,1,6
39442386,1ª ETAPA PRÉ-ESCOLA A INTEGRAL,0,6
39418513,6° ANO D TARDE ANUAL,0,14
39341882,2ª SERIE A INTEGRAL ANUAL,32,101
39582670,4050 - ADMINISTRAÇÃO - 2ª SERI,46,99
39784526,9° ANO 6C MANHA ANUAL,0,14
39285158,7° ANO B INTEGRAL ANUAL,17,14
39274096,7° ANO C TARDE ANUAL,0,14
39798316,2° NIVEL 3E MANHA ANUAL,0,26
39357211,2ª SERIE C INTEGRAL ANUAL,32,101
39498903,6° ANO F TARDE ANUAL,0,14
39278083,4° ANO E TARDE ANUAL,0,14
39727272,BERÇÁRIO 1 AB INTEGRAL ANUAL,0,6
39876491,3ª SERIE 34 INTEGRAL ANUAL,0,101
39915275,MULTISSERIADA A NOITE 2° SEMES,39,5
39780631,1° ANO B MANHA ANUAL,0,14
39406247,1° ANO E TARDE ANUAL,0,14
39881732,1° ANO 1 INTEGRAL ANUAL,0,14
39291835,3ª SERIE D MANHA ANUAL,0,101
39530809, 6B MANHA ANUAL,0,14
39385725,7° ANO E INTEGRAL ANUAL,0,14
39781759,8° ANO C MANHA ANUAL,0,14
39477252,MATERNAL 2 B INTEGRAL ANUAL,0,6
39535833, 1B INTEGRAL ANUAL,1,6
39436972,BERÇÁRIO 1 A INTEGRAL ANUAL,0,6
39609693,NÃO SERIADO  2C NOITE ANUAL,0,109
39604979,NÃO SERIADO  1E TARDE ANUAL,27,110
39692100,NÃO SERIADO  B2 TARDE ANUAL,27,110
39803062,4050 - ADMINISTRAÇÃO - 3° MODU,0,35
39321628,1ª SERIE A INTEGRAL ANUAL,32,101
39271986,8° ANO C INTEGRAL ANUAL,17,14
39643197,7° ANO 7A MANHA ANUAL,0,14
39337960,1° ANO A INTEGRAL ANUAL,17,14
39298284,2° ANO C TARDE ANUAL,0,14
39455777,1ª ETAPA PRÉ-ESCOLA A TARDE AN,0,6
39691408,NÃO SERIADO 3c TARDE ANUAL ,27,110
39917257,MULTISSERIADA B2 NOITE 2° SEME,1,4
39389577,3° ANO 3A INTEGRAL ANUAL,0,14
39515590,1° ANO A MANHA ANUAL,0,14
39689345,NÃO SERIADO 2f TARDE ANUAL ,27,110
39829555,NÃO SERIADO  A MANHA ANUAL,0,109
39432739,9° ANO B INTEGRAL ANUAL,17,14
39319772,7° ANO C INTEGRAL ANUAL,17,14
39418179,1° ANO B MANHA ANUAL,0,14
40167262,6073 - INFORMATICA - 2° MODULO,0,35
39636311,NÃO SERIADO  E TARDE ANUAL,0,109
40163584,1006 - ENFERMAGEM - 1° MODULO ,0,35
39609865,NÃO SERIADO  3A INTEGRAL ANUAL,0,109
39529126,1° ANO B TARDE ANUAL,0,14
39550274,MULTISERIADA 7D MANHA ANUAL,1,6
39326480,2° ANO C TARDE ANUAL,0,14
40168337,6082 - DESENVOLVIMENTO DE SIST,0,35
39883655,6074 - INFORMATICA PARA INTERN,34,99
39310030,9° ANO B MANHA ANUAL,0,14
39422192,3° ANO D TARDE ANUAL,0,14
39449605,1ª ETAPA PRÉ-ESCOLA CM INTEGRA,0,6
39701695,MATERNAL 2 EM MANHA ANUAL,0,6
39498313,2ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39463973,MULTISSERIADA IA INTEGRAL ANUA,1,6
39426751,MATERNAL 2 AI INTEGRAL ANUAL,0,6
39812827,BERÇÁRIO 1 M MANHA ANUAL,0,6
39503548,5° ANO D TARDE ANUAL,0,14
40140804,FUTSAL - INFANTIL - MASCULINO ,25,31
39516333,1ª SERIE B MANHA ANUAL,0,101
39388553,1° ANO B TARDE ANUAL,0,14
39554092,MULTISERIADA 7C MANHA ANUAL,1,6
39320781,1ª SERIE E INTEGRAL ANUAL,32,101
39575994,5° ANO D TARDE ANUAL,0,14
39879243,2° NIVEL A1 INTERMEDIARIO ANUA,0,26
39669682,6° ANO A TARDE ANUAL,0,14
39748693,4° ANO D TARDE ANUAL,0,14
39353774,6° ANO A INTEGRAL ANUAL,17,14
39268261,3ª SERIE D NOITE ANUAL,0,101
39338563,3ª SERIE C INTEGRAL ANUAL,32,101
39297006,2ª SERIE A INTEGRAL ANUAL,32,101
39460197,7° ANO B MANHA ANUAL,0,14
39429459,7° ANO A MANHA ANUAL,0,14
39403624,3° ANO C TARDE ANUAL,0,14
39721268,1ª ETAPA PRÉ-ESCOLA C TARDE AN,0,6
39792338,1006 - ENFERMAGEM - 2° MODULO ,0,35
39702361,NÃO SERIADO j TARDE ANUAL ,27,110
39838668,NÃO SERIADO  3T INTEGRAL ANUAL,0,109
39356665,6° ANO B MANHA ANUAL,0,14
39295869,8° ANO A INTEGRAL ANUAL,17,14
39471697, 1A INTEGRAL ANUAL,0,14
39552079,8° ANO 8B MANHA ANUAL,0,14
39269661,8° ANO B TARDE ANUAL,0,14
39865645,6° ANO A MANHA ANUAL,0,14
39546236,3° ANO 3D TARDE ANUAL,0,14
39350933,6° ANO A INTEGRAL ANUAL,17,14
39739519,2° NIVEL B TARDE ANUAL,0,26
39777287,3° ANO C INTEGRAL ANUAL,0,14
39881939,2° ANO A TARDE ANUAL,0,14
39672189,2ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
40234192,2ª ETAPA PRÉ-ESCOLA G TARDE AN,0,6
39693663,NÃO SERIADO  C3 TARDE ANUAL,27,110
39270560,2ª SERIE A4 MANHA ANUAL,0,101
39270410,8° ANO B INTEGRAL ANUAL,17,14
39305325,7° ANO C INTEGRAL ANUAL,17,14
39449965,6° ANO A TARDE ANUAL,0,14
39474501, 4A TARDE ANUAL,0,14
40297278,1ª ETAPA PRÉ-ESCOLA C INTEGRAL,0,6
39544536,MULTISERIADA 3C INTEGRAL ANUAL,1,6
39680000,MULTISERIADA 2A INTEGRAL ANUAL,1,6
39915219,MULTISSERIADA B TARDE 2° SEMES,1,4
39660504,4° TERMO A NOITE 1° SEMESTRE,47,5
39321009,1ª SERIE B MANHA ANUAL,0,101
39878705,1412 - ENFERMAGEM - 3° MODULO ,0,35
39374428,MULTISSERIADA A  ANUAL,0,5
39593148,NÃO SERIADO  A1 INTEGRAL ANUAL,0,109
39658177,NÃO SERIADO  3D TARDE ANUAL,27,110
39656256,1009 - FARMÁCIA - 2ª SERIE 2A ,46,99
39311368,7° ANO C TARDE ANUAL,0,14
39834348,3044 - MECATRONICA - 3° MODULO,0,35
39644588,NÃO SERIADO  A  ANUAL,38,109
39321238,3ª SERIE A NOITE ANUAL,0,101
39334284,3ª SERIE A NOITE ANUAL,0,101
39643416,NÃO SERIADO  1C TARDE ANUAL,27,110
39848328,NÃO SERIADO  D2 TARDE ANUAL,27,110
39831248,7° ANO C TARDE ANUAL,0,14
39715608,3° ANO D INTEGRAL ANUAL,0,14
39666712,2° ANO AM INTEGRAL ANUAL,0,14
39379906,MULTISERIADA A NOITE 1º SEMEST,1,4
39695890,NÃO SERIADO  3G TARDE ANUAL,27,110
39311913,1ª SERIE A INTEGRAL ANUAL,32,101
39873845,2° NIVEL G TARDE ANUAL,0,26
39653704,1ª ETAPA PRÉ-ESCOLA C TARDE AN,0,6
39492491,9° ANO A INTEGRAL ANUAL,17,14
39674256,2ª ETAPA PRÉ-ESCOLA E TARDE AN,0,6
39547519,1ª ETAPA PRÉ-ESCOLA A INTEGRAL,0,6
39510604,1° ANO C MANHA ANUAL,0,14
39355247,3ª SERIE F NOITE ANUAL,0,101
39396575,6° ANO C MANHA ANUAL,0,14
39443700,2ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39820907,12174 - AGROPECUARIA - 3ª SERI,0,90
39705096,1° ANO F TARDE ANUAL,0,14
39491802,2° ANO B MANHA ANUAL,0,14
39654774,NÃO SERIADO  D2 INTEGRAL ANUAL,0,109
39409452,3° ANO C TARDE ANUAL,0,14
39648216,MULTISERIADA 2B INTEGRAL ANUAL,1,6
39374331,MULTISSERIADA A  ANUAL,0,4
39826209,5° ANO A MANHA ANUAL,0,14
39897926,2° NIVEL G1 MANHA ANUAL,0,26
39486375,AEE B TARDE ANUAL,15,32
39633221,NÃO SERIADO  3A MANHA ANUAL,0,109
39320910,9° ANO C TARDE ANUAL,0,14
39694518,NÃO SERIADO  D2 TARDE ANUAL,27,110
39825204,3° ANO B TARDE ANUAL,0,14
39825848,2ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
39599100,MULTISSERIADA A INTEGRAL ANUAL,1,6
39305193,9° ANO A MANHA ANUAL,0,14
39310723,2° ANO A TARDE ANUAL,0,14
39606025,NÃO SERIADO  3B MANHA ANUAL,0,109
39530685,NÃO SERIADO  3C TARDE ANUAL,27,110
39862474,3ª SERIE E INTEGRAL ANUAL,41,101
39428116,1° ANO B MANHA ANUAL,0,14
39721207,MATERNAL 2 B INTEGRAL ANUAL,0,6
39492308,2° ANO B TARDE ANUAL,0,14
39763365,MATERNAL 2 02 TARDE ANUAL,0,6
39547681,3° TERMO / 4° TERMO 4K NOITE A,0,4
39775476,1° ANO B TARDE ANUAL,0,14
39466176, 4A INTEGRAL ANUAL,1,6
39920163,2 - ITALIANO - 1° ESTAGIO DISC,0,15
39655511,NÃO SERIADO  1H TARDE ANUAL,27,110
39482049,8° ANO B TARDE ANUAL,0,14
39425475,MATERNAL 2 A INTEGRAL ANUAL,0,6
39839605,1006 - ENFERMAGEM - 1° MODULO ,0,35
39915406,MULTISSERIADA B MANHA 2° SEMES,39,5
39267082,3° ANO E TARDE ANUAL,0,14
39397424,4050 - ADMINISTRACAO - 3ª SERI,35,104
39820374,110 - AGROPECUARIA ALTERNANCIA,0,90
39495041,4° ANO A MANHA ANUAL,0,14
39733308,4° ANO A MANHA ANUAL,0,14
39458516,1° ANO A INTEGRAL ANUAL,0,14
39452531,2° ANO D TARDE ANUAL,0,14
39544866,MULTISERIADA 7P TARDE ANUAL,1,6
39624487,NÃO SERIADO  3B MANHA ANUAL,0,109
39694912,NÃO SERIADO  A3 TARDE ANUAL,27,110
39310536,7° ANO F TARDE ANUAL,0,14
39819671,4° ANO A MANHA ANUAL,0,14
39773940,8° ANO B MANHA ANUAL,0,14
39551735,MULTISERIADA 7J TARDE ANUAL,1,6
39371100,7° ANO D TARDE ANUAL,0,14
39715890,MULTISSERIADA A INTEGRAL ANUAL,1,6
39303889,7° ANO D TARDE ANUAL,0,14
39273679,2ª SERIE A INTEGRAL ANUAL,32,101
39385355,3° ANO B MANHA ANUAL,0,14
39428104,1° ANO C MANHA ANUAL,0,14
39564919,4050 - ADMINISTRAÇÃO - 2ª SERI,46,104
39626745,NÃO SERIADO  2D NOITE ANUAL,0,109
39793516,1ª SERIE B TARDE ANUAL,41,101
39498076,1ª SERIE G MANHA ANUAL,0,101
39456844,4° ANO C INTEGRAL ANUAL,0,14
39419572,2° ANO C TARDE ANUAL,0,14
39708525,2ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
39436225,4° ANO A INTEGRAL ANUAL,17,14
39567932,MATERNAL 1 1 INTEGRAL ANUAL,0,6
39644011,NÃO SERIADO  3A TARDE ANUAL,27,110
39582735,NÃO SERIADO  3E TARDE ANUAL,27,110
39838171,4050 - ADMINISTRAÇÃO - 1ª SERI,0,90
39875852,NÃO SERIADO  C2 TARDE ANUAL,27,110
39440500,MULTISSERIADA A MANHA ANUAL,1,14
39740207,1ª ETAPA PRÉ-ESCOLA E TARDE AN,0,6
39648430,2ª ETAPA PRÉ-ESCOLA C TARDE AN,0,6
39629111,NÃO SERIADO  3C INTEGRAL ANUAL,0,109
39456679,1ª SERIE B INTEGRAL ANUAL,32,101
39693620,NÃO SERIADO 3b TARDE ANUAL ,27,110
39319041,1ª SERIE A TARDE ANUAL,0,101
39399232,5° ANO G TARDE ANUAL,0,14
39900210,2° NIVEL K TARDE ANUAL,0,26
39510148,3° ANO FI VESPERTINO ANUAL,0,14
39268123,1° ANO A TARDE ANUAL,0,14
39272575,3ª SERIE C MANHA ANUAL,0,101
39695493,NÃO SERIADO f2 TARDE ANUAL ,27,110
39892713,3° NIVEL LB TARDE ANUAL,0,26
39538475,2ª ETAPA PRÉ-ESCOLA D TARDE AN,0,6
39713222,MULTISERIADA 2M INTEGRAL ANUAL,1,6
39752838,4° ANO A TARDE ANUAL,0,14
39606311,MULTISERIADA 1D INTEGRAL ANUAL,1,6
39538756,1 - ESPANHOL - 1° ESTAGIO DISC,0,15
39389030,5° ANO B MANHA ANUAL,0,14
39278232,1° ANO A TARDE ANUAL,0,14
39310171,MULTISSERIADA A INTEGRAL ANUAL,1,14
39278068,1° ANO D TARDE ANUAL,0,14
39600196,NÃO SERIADO  FH NOITE ANUAL,0,109
39824478,4999 - OUTROS - GESTÃO E NEGÓC,0,25
39510572,1ª SERIE B INTEGRAL ANUAL,32,101
39803787,3ª SERIE A MANHA ANUAL,41,101
39689742,NÃO SERIADO i TARDE ANUAL ,27,110
40159883,1412 - ENFERMAGEM - 1° MODULO ,0,35
39289324,6° ANO A INTEGRAL ANUAL,17,14
39472139, 3B TARDE ANUAL,0,14
39842096,1006 - ENFERMAGEM - 2° MODULO ,0,35
39526926,2ª SERIE M NOITE ANUAL,0,101
39467690,6° ANO C TARDE ANUAL,0,14
39400918,1° ANO A INTERMEDIARIO ANUAL,0,14
39828449,2ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39805695,BERÇÁRIO 1 A INTEGRAL ANUAL,0,6
40026961,1006 - ENFERMAGEM - 2° MODULO ,0,35
39823181,4050 - ADMINISTRAÇÃO - 2° MODU,0,35
39264705,6° ANO B TARDE ANUAL,0,14
39434918,1ª ETAPA PRÉ-ESCOLA IB INTEGRA,0,6
39704448,MULTISSERIADA 2B INTEGRAL ANUA,1,6
40027155,3° TERMO A NOITE 2° SEMESTRE,37,5
39510096,8° ANO E MANHA ANUAL,0,14
39444185,4° ANO B MANHA ANUAL,0,14
39544732,MULTISERIADA 7P TARDE ANUAL,1,6
39843934,2ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39333163,1ª SERIE E TARDE ANUAL,0,101
39551371,3° ANO 3A TARDE ANUAL,0,14
39738168,MATERNAL 2 B MANHA ANUAL,0,6
39825913,5° ANO A TARDE ANUAL,0,14
39294691,7° ANO B INTEGRAL ANUAL,17,14
39275973,3ª SERIE A INTEGRAL ANUAL,32,101
39724229,7° ANO 7B TARDE ANUAL,0,14
39357627,7° ANO C TARDE ANUAL,0,14
39322656,5° ANO B TARDE ANUAL,0,14
39532322, 4B NOITE 1° SEMESTRE,0,4
39271813,1ª SERIE A INTEGRAL ANUAL,32,101
39780199,2ª ETAPA PRÉ-ESCOLA E TARDE AN,0,6
39690709,NÃO SERIADO 3c TARDE ANUAL ,27,110
39621180,NÃO SERIADO  3A NOITE ANUAL,0,109
39654014,9° ANO A MANHA ANUAL,0,14
39614001,NÃO SERIADO  2D TARDE ANUAL,27,110
39371056,6° ANO B TARDE ANUAL,0,14
39378292,2° ANO C TARDE ANUAL,0,14
39322090,3ª SERIE A NOITE ANUAL,0,101
39288844,7° ANO B INTEGRAL ANUAL,17,14
39849484,2° ANO B TARDE ANUAL,0,14
39363391,1ª SERIE E MANHA ANUAL,0,101
39320734,8° ANO A TARDE ANUAL,0,14
39654097,NÃO SERIADO  3C NOITE ANUAL,0,109
39346715,1ª SERIE C MANHA ANUAL,0,101
39364145,1ª SERIE B MANHA ANUAL,0,101
39667775,4° ANO G TARDE ANUAL,0,14
39792379,MULTISSERIADA C TARDE ANUAL,1,6
39318044,8° ANO E MANHA ANUAL,0,14
39652925,1ª SERIE H MANHA ANUAL,0,101
39378475,MULTISSERIADA A TARDE 1° SEMES,1,5
39625895,NÃO SERIADO  3H TARDE ANUAL,27,110
39443349,5° ANO C TARDE ANUAL,0,14
39397201,5° ANO C INTEGRAL ANUAL,0,14
39879468,3ª SERIE I TARDE ANUAL,41,101
39333353,4° ANO E TARDE ANUAL,0,14
40163254,4057 - MARKETING - 1° MODULO M,0,35
39358679,2ª SERIE F NOITE ANUAL,0,101
39269303,2ª SERIE B NOITE ANUAL,0,101
39612228,NÃO SERIADO  3B NOITE ANUAL,0,109
39592041,NÃO SERIADO  3B MANHA ANUAL,0,109
39393421,1° ANO C TARDE ANUAL,0,14
39737346,NÃO SERIADO  T1 NOITE 1º SEMES,37,109
39913672,4 - JAPONES - 2° ESTAGIO DISCI,0,15
39431661,6° ANO E TARDE ANUAL,0,14
39759757,MULTISSERIADA 3L TARDE ANUAL,1,6
39708538,2ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
39575445,MULTISERIADA 2C INTEGRAL ANUAL,1,6
39885176,NÃO SERIADO  O2 TARDE ANUAL,27,110
39287872,1ª SERIE B TARDE ANUAL,0,101
39422758,1° ANO A MANHA ANUAL,0,14
39383374,1° TERMO A NOITE 1° SEMESTRE,37,5
39335177,4° ANO C MANHA ANUAL,0,14
39856522,8° ANO A MANHA ANUAL,0,14
39465659, 7G INTEGRAL ANUAL,1,6
39704600,MULTISSERIADA 2D INTEGRAL ANUA,1,6
39820215,11175 - QUIMICA - 1° MODULO A ,0,35
39830493,4057 - MARKETING - 2ª SERIE 2M,0,90
39614293,NÃO SERIADO  3C NOITE ANUAL,0,109
39400564,4° ANO A MANHA ANUAL,0,14
39577580,NÃO SERIADO  3B MANHA ANUAL,0,109
39750025,MULTISSERIADA A NOITE 1° SEMES,39,5
39529395,2° ANO A TARDE ANUAL,0,14
39548747,MULTISERIADA 7D MANHA ANUAL,1,6
39533191, 7B INTEGRAL ANUAL,0,14
39350564,3° ANO A MANHA ANUAL,0,14
39494708,BERÇÁRIO 1 A INTEGRAL ANUAL,0,6
39579647,MULTISERIADA 2B INTEGRAL ANUAL,1,6
39300069,3ª SERIE C NOITE ANUAL,0,101
39628004,NÃO SERIADO  1T NOITE 1º SEMES,37,109
39907668,3º TERMO A NOITE 2º SEMESTRE,37,5
39779073,4° ANO B TARDE ANUAL,0,14
39640729,4° ANO E TARDE ANUAL,0,14
39695890,NÃO SERIADO  3G TARDE ANUAL,27,110
39692790,NÃO SERIADO  C2 TARDE ANUAL,27,110
39897173,BERÇÁRIO 2 A TARDE ANUAL,0,6
40168003,1408 - AUXILIAR DE ENFERMAGEM ,0,35
39614774,NÃO SERIADO  2E TARDE ANUAL,27,110
39446139,1° ANO A MANHA ANUAL,0,14
39462513,1° ANO A TARDE ANUAL,0,14
39346190,1ª SERIE C INTEGRAL ANUAL,32,101
39354161,1ª SERIE A MANHA ANUAL,0,101
39829622,4050 - ADMINISTRAÇÃO - 3° MODU,0,35
39358331,7° ANO B TARDE ANUAL,0,14
39404679,2ª ETAPA PRÉ-ESCOLA A INTEGRAL,0,6
39795653,1° ANO A MANHA ANUAL,0,14
39521723,1ª SERIE A MANHA ANUAL,0,101
39608761,NÃO SERIADO  3F NOITE ANUAL,0,109
39459327,NÃO SERIADO  A3 INTEGRAL ANUAL,0,109
39310903,2ª SERIE A MANHA ANUAL,0,101
39656280,NÃO SERIADO  C1 INTEGRAL ANUAL,0,109
39310961,7° ANO B INTEGRAL ANUAL,17,14
39431591,6° ANO B MANHA ANUAL,0,14
39752561,3° ANO ES TARDE ANUAL,0,14
39394864,MATERNAL 2 1 INTEGRAL ANUAL,0,6
39313237,2ª SERIE A INTEGRAL ANUAL,32,101
39280564,3ª SERIE B MANHA ANUAL,0,101
39473637, 1C INTEGRAL ANUAL,0,14
39307176,9° ANO B INTEGRAL ANUAL,17,14
39394998,3° ANO B MANHA ANUAL,0,14
39330564,3° ANO C TARDE ANUAL,0,14
39866683,MATERNAL 1 A TARDE ANUAL,0,6
39591743,NÃO SERIADO  2C NOITE ANUAL,0,109
39294214,1ª SERIE C MANHA ANUAL,0,101
39549178,5° ANO 5A TARDE ANUAL,0,14
39395443,1° ANO A TARDE ANUAL,0,14
39452079,8° ANO D INTEGRAL ANUAL,17,14
39415100,1° ANO T1 TARDE ANUAL,0,14
39852285,2ª SERIE A MANHA ANUAL,41,101
39817318,2ª SERIE 2B MANHA ANUAL,41,101
39666940,4° ANO C TARDE ANUAL,0,14
39885920,NÃO SERIADO  C  ANUAL,38,109
39791754,MATERNAL 2 CI INTEGRAL ANUAL,0,6
39568219,1° ANO D TARDE ANUAL,0,14
39683610,MULTISERIADA 2B INTEGRAL ANUAL,1,6
39666581,BERÇÁRIO 2 5B TARDE ANUAL,0,6
39608545,NÃO SERIADO  3A INTEGRAL ANUAL,0,109
39828144,2ª SERIE A MANHA ANUAL,41,101
39302203,7° ANO B TARDE ANUAL,0,14
39282966,7° ANO A MANHA ANUAL,0,14
39530991,4° ANO 4B TARDE ANUAL,0,14
39555179,MULTISERIADA 7G TARDE ANUAL,1,6
39591407,NÃO SERIADO  2D NOITE ANUAL,0,109
39337608,3ª SERIE H NOITE ANUAL,0,101
39311490,7° ANO C INTEGRAL ANUAL,17,14
39449905,MATERNAL 2 B INTEGRAL ANUAL,0,6
39689666,NÃO SERIADO a4 TARDE ANUAL ,27,110
39481261,3° ANO C MANHA ANUAL,0,14
39475715, 3J TARDE ANUAL,0,4
39819433,NÃO SERIADO  18 INTEGRAL ANUAL,0,109
40304564,3ª SERIE B MANHA ANUAL,41,101
39642837,NÃO SERIADO  2F TARDE ANUAL,27,110
39511371,1ª SERIE A MANHA ANUAL,0,101
39512059,9° ANO A INTEGRAL ANUAL,17,14
39790719,5° ANO B MANHA ANUAL,0,14
39772148,2ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39585501,NÃO SERIADO  3B MANHA ANUAL,0,109
39352789,1ª SERIE A MANHA ANUAL,0,101
39739958,9° ANO U MANHA ANUAL,0,14
39630840,9° ANO 9A MANHA ANUAL,0,14
39883348,AEE S MANHA ANUAL,15,32
39550316,MULTISERIADA 7J TARDE ANUAL,1,6
39360972,2ª SERIE GO INTEGRAL ANUAL,32,101
39347510,7° ANO E TARDE ANUAL,0,14
39276231,7° ANO C INTEGRAL ANUAL,17,14
39369031,5° ANO B MANHA ANUAL,0,14
39370976,5° ANO B INTEGRAL ANUAL,0,14
39304692,6° ANO B MANHA ANUAL,0,14
39393253,1° ANO D TARDE ANUAL,0,14
39522466,1° ANO MC INTEGRAL ANUAL,0,14
39551265,9° TERMO 3A NOITE 1° SEMESTRE,0,4
40481691,1350 - ADMINISTRAÇÃO - 1° MODU,0,35
39689710,NÃO SERIADO 2F TARDE ANUAL ,27,110
39398545,7° ANO E MANHA ANUAL,0,14
39295561,8° ANO B INTEGRAL ANUAL,17,14
39656817,NÃO SERIADO  T2 MANHA 1º SEMES,37,109
39580654,NÃO SERIADO  3A MANHA ANUAL,0,109
39695256,NÃO SERIADO 3b TARDE ANUAL ,27,110
39502427,8° ANO D INTEGRAL ANUAL,17,14
39352155,7° ANO A TARDE ANUAL,0,14
39396420,4° ANO 2 TARDE ANUAL,0,14
39371258,3° ANO A MANHA ANUAL,0,14
39590383,NÃO SERIADO  2D NOITE ANUAL,0,109
39308076,2ª SERIE B MANHA ANUAL,0,101
39627608,8° ANO 8C MANHA ANUAL,0,14
39319892,1° ANO A MANHA ANUAL,0,14
39662347,1ª ETAPA PRÉ-ESCOLA 1A MANHA A,0,6
39901534,6082 - DESENVOLVIMENTO DE SIST,46,99
39606747,NÃO SERIADO  2A INTEGRAL ANUAL,0,109
39473600, 4A TARDE ANUAL,0,14
39489434,1ª ETAPA PRÉ-ESCOLA D TARDE AN,0,6
39292087,6° ANO A TARDE ANUAL,0,14
39474302, 7E TARDE ANUAL,0,14
39547510,MULTISERIADA 7D MANHA ANUAL,1,6
39675413,MATERNAL 1 2B MANHA ANUAL,0,6
39309724,3° ANO B TARDE ANUAL,0,14
39847204,2ª SERIE A INTEGRAL ANUAL,41,101
39654855,MULTISSERIADA A MANHA ANUAL,1,14
39448615,MATERNAL 1 GB INTEGRAL ANUAL,0,6
39486830,9° ANO B INTEGRAL ANUAL,17,14
39736189,EEE 6N TARDE ANUAL,0,14
39332245,7° ANO B TARDE ANUAL,0,14
39349739,7° ANO C TARDE ANUAL,0,14
39902881,3° NIVEL EC VESPERTINO ANUAL,0,26
39336515,1ª SERIE A INTEGRAL ANUAL,32,101
39447077,BERÇÁRIO 2 A INTEGRAL ANUAL,0,6
